run,global_iter,iter,Energy,sigma_E,Mx,Mz,Ntot,accept
1,0,0,8.043092652163068,0.007697049366530916,0.9997457064368973,-0.00310516357421875,0.4984474182128906,0.9903430938720703
1,1,1,8.012484129953918,0.007783794677929621,0.9996777075615455,-0.007904052734375,0.4960479736328125,0.9873701731363932
1,2,2,7.983663222382347,0.007993242416116422,0.9996087541070438,-0.011371612548828125,0.49431419372558594,0.9825735092163086
1,3,3,7.941756999663994,0.008398061862675301,0.9994204737114387,-0.01668548583984375,0.4916572570800781,0.9772151311238607
1,4,4,7.936783919441041,0.008080485195303034,0.999344558021221,-0.017333984375,0.4913330078125,0.9715620676676432
1,5,5,7.874530535429585,0.008128073975859974,0.9989288901783766,-0.023494720458984375,0.4882526397705078,0.9654410680135092
1,6,6,7.830345599235443,0.00839617662031505,0.998523847674619,-0.028537750244140625,0.4857311248779297,0.9593296051025391
1,7,7,7.8013169795794965,0.008200556539776931,0.9982492702225727,-0.033016204833984375,0.4834918975830078,0.9527463912963867
1,8,8,7.757914870989225,0.0085906278057167,0.997676600298405,-0.0362701416015625,0.48186492919921875,0.9463313420613607
1,9,9,7.730384732922175,0.007998242149704488,0.9973077262940251,-0.0396575927734375,0.48017120361328125,0.9399032592773438
1,10,10,7.683577454487931,0.008711642930135396,0.9965949896063648,-0.0438995361328125,0.47805023193359375,0.9332256317138672
1,11,11,7.653545666565151,0.008408031584915076,0.9960076933255095,-0.04567718505859375,0.4771614074707031,0.9265324274698893
1,12,12,7.621785066960911,0.008212496554584304,0.9955136736530221,-0.04973602294921875,0.4751319885253906,0.919439951578776
1,13,13,7.588261741053429,0.00887809823741411,0.9948787224977877,-0.05230712890625,0.473846435546875,0.9133596420288086
1,14,14,7.528013890403599,0.008763625356240297,0.9936534157150163,-0.059032440185546875,0.47048377990722656,0.9059597651163737
1,15,15,7.499409888903756,0.008843355769589133,0.9929319873192526,-0.0601043701171875,0.46994781494140625,0.8992694218953451
1,16,16,7.451672864424836,0.008193317600739436,0.9918105711079761,-0.06449508666992188,0.46775245666503906,0.8922999699910482
1,17,17,7.425479220625675,0.008516855901119148,0.9912015972283825,-0.06781387329101562,0.4660930633544922,0.8854173024495443
1,18,18,7.373272252899369,0.009126134485542439,0.9897380078685956,-0.07048416137695312,0.46475791931152344,0.8787358601888021
1,19,19,7.332695584655994,0.008464251980023145,0.9884925102777515,-0.07274627685546875,0.4636268615722656,0.8712259928385416
1,20,20,7.296134186221025,0.009043035364922762,0.987588257467678,-0.0783538818359375,0.46082305908203125,0.8641535441080729
1,21,21,7.244607029748378,0.009276755218051267,0.9859170193662976,-0.080718994140625,0.4596405029296875,0.856715202331543
1,22,22,7.206839628012554,0.008953992272856265,0.9844886944242717,-0.08094024658203125,0.4595298767089844,0.8497864405314127
1,23,23,7.16033833484534,0.008977918406193459,0.9832979725429141,-0.08861160278320312,0.45569419860839844,0.8422966003417969
1,24,24,7.114019048255925,0.00917598010525964,0.9814329414946315,-0.08942031860351562,0.4552898406982422,0.8348490397135416
1,25,25,7.074515172071402,0.009380589640187708,0.9800804613515766,-0.09344100952148438,0.4532794952392578,0.8272177378336588
1,26,26,7.020123883963134,0.0097036014685325,0.9779966284614829,-0.09617996215820312,0.45191001892089844,0.8198073705037435
1,27,27,6.973982541472322,0.009494844463514151,0.9761012052265414,-0.0982513427734375,0.45087432861328125,0.8123601277669271
1,28,28,6.923868725822086,0.00920049098889739,0.9741049476203898,-0.10207366943359375,0.4489631652832031,0.8045991261800131
1,29,29,6.876484770897877,0.009742995454311261,0.972187145141902,-0.10489273071289062,0.4475536346435547,0.7969608306884766
1,30,30,6.808622323147562,0.009320332338625495,0.9692990733713032,-0.10992431640625,0.445037841796875,0.7892379760742188
1,31,31,6.786116291608144,0.0097286724417673,0.9680391631591192,-0.10870742797851562,0.4456462860107422,0.7814779281616211
1,32,32,6.726997680645097,0.009660398011006585,0.9653735639178649,-0.11219024658203125,0.4439048767089844,0.7736876805623373
1,33,33,6.660409379404163,0.009929141478678433,0.9622180787436037,-0.11447906494140625,0.4427604675292969,0.7656412124633789
1,34,34,6.633663296486455,0.009617659722652057,0.9612059429781539,-0.1206817626953125,0.43965911865234375,0.7582302093505859
1,35,35,6.564493612645327,0.010006064031217827,0.9574790657412677,-0.120330810546875,0.4398345947265625,0.7496309280395508
1,36,36,6.505114776780488,0.010255128736946341,0.9543034389107561,-0.12164306640625,0.439178466796875,0.7411295572916666
1,37,37,6.463094747434579,0.010326038207586215,0.952230166465597,-0.12445449829101562,0.4377727508544922,0.7332461675008138
1,38,38,6.3940069202439,0.009910269223666819,0.9485449285231198,-0.12720870971679688,0.43639564514160156,0.724859873453776
1,39,39,6.352110755259204,0.010687471175066035,0.9460403758419034,-0.12778854370117188,0.43610572814941406,0.7163896560668945
1,40,40,6.286158565236711,0.010515620793874988,0.9426837458117348,-0.13370513916015625,0.4331474304199219,0.7081673940022787
1,41,41,6.251598895578136,0.00996162506027511,0.9405405149109924,-0.13306808471679688,0.43346595764160156,0.6998055775960287
1,42,42,6.168168097021324,0.010020845183250998,0.9357138773729048,-0.13525009155273438,0.4323749542236328,0.6911827723185221
1,43,43,6.113246750300384,0.010856343743035247,0.9324472354242062,-0.13812637329101562,0.4309368133544922,0.6827224095662435
1,44,44,6.054001930192491,0.01069565316343914,0.9286616243636558,-0.1374969482421875,0.43125152587890625,0.6738090515136719
1,45,45,5.9908836574874265,0.01120114395858614,0.9247655149911793,-0.14033889770507812,0.42983055114746094,0.6653423309326172
1,46,46,5.913020994250512,0.01110056370425962,0.9199183117231655,-0.142974853515625,0.4285125732421875,0.6570949554443359
1,47,47,5.873293855009809,0.01056292023753275,0.9172188589120651,-0.14243316650390625,0.4287834167480469,0.6482807795206705
1,48,48,5.794695966016682,0.010940368918547272,0.9123701397861623,-0.1475372314453125,0.42623138427734375,0.639629046122233
1,49,49,5.729193872935363,0.010956562530750991,0.9081433138351258,-0.14812088012695312,0.42593955993652344,0.6305631001790365
1,50,50,5.678946826059825,0.011811282990173791,0.9046503485448625,-0.14999008178710938,0.4250049591064453,0.6215642293294271
1,51,51,5.6056369740829055,0.012224537863851515,0.8995809471432494,-0.14966583251953125,0.4251670837402344,0.612659772237142
1,52,52,5.517647661150647,0.01210800322648328,0.8934430476053876,-0.15210342407226562,0.4239482879638672,0.6028804779052734
1,53,53,5.473733754514539,0.011459669685655592,0.8902314790352079,-0.15156173706054688,0.42421913146972656,0.5944547653198242
1,54,54,5.383770305037993,0.011718329115167089,0.8840778755826477,-0.15442657470703125,0.4227867126464844,0.5841108957926432
1,55,55,5.288658819625217,0.012051413857646229,0.8769082597635816,-0.15483856201171875,0.4225807189941406,0.5752935409545898
1,56,56,5.232043163979521,0.01216974871489088,0.8728449520140771,-0.15568161010742188,0.42215919494628906,0.5662597020467123
1,57,57,5.1786099020007565,0.011975634934984904,0.8688985005355221,-0.15787506103515625,0.4210624694824219,0.5569639205932617
1,58,58,5.084662365115328,0.012630705787255593,0.8618052237951019,-0.1573944091796875,0.42130279541015625,0.5476223627726237
1,59,59,5.020621709440321,0.012449906974200228,0.8569412966505183,-0.15746307373046875,0.4212684631347656,0.5388148625691732
1,60,60,4.916434218650194,0.01204169066855211,0.8488459655142719,-0.15924072265625,0.420379638671875,0.5286388397216797
1,61,61,4.844534563736948,0.012121826757206605,0.8433063281921136,-0.1605072021484375,0.41974639892578125,0.5203107198079427
1,62,62,4.74776260359382,0.01282213856959535,0.8358287367956336,-0.16287994384765625,0.4185600280761719,0.510011355082194
1,63,63,4.677680746237098,0.012342605720901685,0.8303647392335733,-0.16218948364257812,0.41890525817871094,0.5010226567586263
1,64,64,4.597382696784586,0.012089502806760135,0.8238518457029329,-0.16423797607421875,0.4178810119628906,0.49158986409505206
1,65,65,4.504842776420368,0.013433735206877847,0.8159200659526107,-0.16411590576171875,0.4179420471191406,0.48216597239176434
1,66,66,4.4086455402117535,0.012858759802874823,0.8081891500558243,-0.1660308837890625,0.41698455810546875,0.47277037302652997
1,67,67,4.340360637657094,0.01304876020917552,0.8023451591533899,-0.1645355224609375,0.41773223876953125,0.4637492497762044
1,68,68,4.2557116006396996,0.013700868590169526,0.7955959963659609,-0.16610336303710938,0.4169483184814453,0.45411523183186847
1,69,69,4.150760472125797,0.012858105973069852,0.7867667712843343,-0.16619873046875,0.416900634765625,0.444857915242513
1,70,70,4.0721418688162565,0.01319641293047806,0.7798838984357701,-0.1674957275390625,0.41625213623046875,0.4353170394897461
1,71,71,3.9965353113897497,0.012979305073495912,0.7733537628035094,-0.16458892822265625,0.4177055358886719,0.4258543650309245
1,72,72,3.8896849119885113,0.012749237005993739,0.7637977103630789,-0.16667938232421875,0.4166603088378906,0.41646544138590497
1,73,73,3.7931396853461434,0.013457504446849495,0.7555845087958915,-0.16667556762695312,0.41666221618652344,0.40688133239746094
1,74,74,3.686922850583211,0.013901316437479938,0.746013809423772,-0.16712188720703125,0.4164390563964844,0.3974749247233073
1,75,75,3.591519138944361,0.013585780336710759,0.7376271308077236,-0.16730880737304688,0.41634559631347656,0.3883606592814128
1,76,76,3.485799926574072,0.013443750090132362,0.7279689860033756,-0.16774368286132812,0.41612815856933594,0.3800970713297526
1,77,77,3.3923518033617865,0.014184931838584146,0.7199331541867053,-0.16823577880859375,0.4158821105957031,0.37044811248779297
1,78,78,3.317680830271387,0.013207073125042325,0.7130621716195691,-0.1669464111328125,0.41652679443359375,0.36162249247233075
1,79,79,3.188495178867724,0.013545770689269338,0.7013423747010563,-0.16699981689453125,0.4165000915527344,0.35163338979085285
1,80,80,3.08530280435002,0.013866540888292537,0.6913740802969528,-0.16722488403320312,0.41638755798339844,0.3435049057006836
1,81,81,2.9814848870353554,0.014251526780675618,0.681772006283289,-0.1678924560546875,0.41605377197265625,0.3337361017862956
1,82,82,2.8869354747270712,0.013879270579501357,0.6726186311671327,-0.16662979125976562,0.4166851043701172,0.3260374069213867
1,83,83,2.797861073149558,0.014572351307079493,0.6643155643953165,-0.16645050048828125,0.4167747497558594,0.31688594818115234
